Date,Service,Admissions,Durée séjour (jours),Lits disponibles,Médecins,Infirmiers,Température (°C),Asthme (cas),Blessures (cas),Budget (euros),Stock Médicaments,Stock Consommables,Commandes Médicaments,Commandes Consommables,Capacité Max Médicaments,Capacité Max Consommables
2023-11-13,Pneumologie,26,4.14,1,15,25,12,4,0,37689,886,3549,481,1459,1300,5000
2023-11-14,Orthopédie,22,2.1,27,15,28,9,0,9,45659,944,3774,0,1642,1500,6000
2023-11-14,Pneumologie,26,4.1,3,13,24,9,5,0,34813,925,3771,0,1654,1300,5000
2023-11-15,Orthopédie,30,3.84,1,12,24,13,0,6,44293,880,3601,500,1555,1500,6000
2023-11-15,Pneumologie,28,4.04,0,12,28,8,4,0,35072,901,3773,0,1028,1300,5000
2023-11-16,Orthopédie,25,3.8,0,13,28,13,0,4,43503,908,3743,0,1996,1500,6000
2023-11-16,Pneumologie,30,3.26,4,14,28,10,5,0,37404,916,3751,0,1504,1300,5000
2023-11-17,Orthopédie,19,2.08,39,14,24,10,0,9,47407,981,3826,0,0,1500,6000
2023-11-17,Pneumologie,31,4.27,3,11,25,10,4,0,35931,904,3384,0,1216,1300,5000
2023-11-18,Orthopédie,19,3.95,4,12,25,11,0,2,45607,911,3764,0,2214,1500,6000
2023-11-18,Pneumologie,29,4.95,5,11,27,13,4,0,32804,848,3440,205,1434,1300,5000
2023-11-19,Orthopédie,20,3.37,6,14,27,13,0,7,42526,960,3830,0,0,1500,6000
2023-11-19,Pneumologie,31,4.33,0,15,25,12,5,0,35086,921,3396,0,1979,1300,5000
2023-11-20,Orthopédie,22,2.12,27,13,27,10,0,3,42384,933,3769,0,1223,1500,6000
2023-11-20,Pneumologie,27,4.3,0,15,25,12,4,0,37212,833,3444,472,1318,1300,5000
2023-11-21,Orthopédie,28,3.59,3,12,25,13,0,10,44545,850,3692,323,1346,1500,6000
2023-11-21,Pneumologie,23,4.44,0,15,24,8,4,0,33763,891,3582,447,1236,1300,5000
2023-11-22,Orthopédie,24,3.02,0,11,27,10,0,10,47458,901,3713,0,1075,1500,6000
2023-11-22,Pneumologie,27,4.72,1,15,27,12,4,0,31851,813,3643,437,2014,1300,5000
2023-11-23,Orthopédie,26,3.15,3,13,28,13,0,5,46561,908,3753,0,2304,1500,6000
2023-11-23,Pneumologie,25,3.07,0,13,24,8,4,0,37595,890,3768,336,1480,1300,5000
2023-11-24,Orthopédie,27,2.81,1,12,28,10,0,11,47058,922,3639,0,1657,1500,6000
2023-11-24,Pneumologie,23,4.49,0,13,27,11,4,0,35031,871,3514,260,1702,1300,5000
2023-11-25,Orthopédie,29,2.42,3,11,24,11,0,9,44447,929,3733,0,1555,1500,6000
2023-11-25,Pneumologie,28,3.92,4,14,25,12,4,0,36714,873,3568,493,1805,1300,5000
2023-11-26,Orthopédie,30,2.08,12,11,27,13,0,5,48527,956,3827,0,0,1500,6000
2023-11-26,Pneumologie,29,3.47,0,14,26,12,4,0,37838,948,3777,0,1346,1300,5000
2023-11-27,Orthopédie,24,2.29,25,11,27,9,0,6,45883,960,3810,0,0,1500,6000
2023-11-27,Pneumologie,22,4.97,0,15,28,8,3,0,36113,875,3585,324,1116,1300,5000
2023-11-28,Orthopédie,23,2.0,26,11,28,9,0,11,45199,933,3832,0,0,1500,6000
2023-11-28,Pneumologie,21,3.6,4,11,24,9,3,0,36477,889,3772,458,2133,1300,5000
2023-11-29,Orthopédie,31,3.86,0,11,26,13,0,5,44575,898,3482,278,1173,1500,6000
2023-11-29,Pneumologie,23,4.35,0,12,26,11,3,0,37842,884,3616,362,2392,1300,5000
2023-11-30,Orthopédie,22,3.6,1,11,27,9,0,4,42257,916,3647,0,1856,1500,6000
2023-11-30,Pneumologie,18,3.67,2,11,25,10,3,0,31663,914,3831,0,0,1300,5000
2023-12-01,Orthopédie,29,3.32,3,12,23,4,0,11,46804,916,3587,0,1719,1500,6000
2023-12-01,Pneumologie,22,4.28,5,10,25,8,4,0,38379,888,3795,200,2306,1300,5000
2023-12-02,Orthopédie,21,2.03,32,13,23,5,0,1,48481,962,3862,0,0,1500,6000
2023-12-02,Pneumologie,17,4.93,1,13,23,6,3,0,36478,905,3668,0,1324,1300,5000
2023-12-03,Orthopédie,27,3.94,3,12,24,7,0,6,48391,907,3482,0,2446,1500,6000
2023-12-03,Pneumologie,19,3.13,15,11,24,6,2,0,35249,948,3748,0,1415,1300,5000
2023-12-04,Orthopédie,27,2.46,12,13,24,8,0,8,46133,914,3736,0,1836,1500,6000
2023-12-04,Pneumologie,22,3.49,3,13,26,3,3,0,31088,945,3657,0,1767,1300,5000
2023-12-05,Orthopédie,23,3.54,0,11,24,7,0,10,43448,922,3658,0,1611,1500,6000
2023-12-05,Pneumologie,20,4.74,0,13,25,6,3,0,38301,892,3758,225,1755,1300,5000
2023-12-06,Orthopédie,34,2.31,2,11,25,7,0,7,41383,901,3629,0,2345,1500,6000
2023-12-06,Pneumologie,16,3.15,24,13,27,4,2,0,32590,944,3843,0,0,1300,5000
2023-12-07,Orthopédie,21,3.06,15,14,23,8,0,6,45802,913,3733,0,1941,1500,6000
2023-12-07,Pneumologie,25,4.65,0,11,25,7,4,0,34077,916,3629,0,1991,1300,5000
2023-12-08,Orthopédie,26,2.47,12,11,27,6,0,7,41470,921,3822,0,0,1500,6000
2023-12-08,Pneumologie,19,3.43,1,10,26,5,3,0,33657,938,3748,0,2153,1300,5000
2023-12-09,Orthopédie,26,3.56,0,11,26,7,0,6,47625,910,3575,0,1837,1500,6000
2023-12-09,Pneumologie,15,4.69,1,11,25,5,2,0,38479,946,3740,0,2350,1300,5000
2023-12-10,Orthopédie,24,3.78,0,14,23,4,0,10,43837,916,3715,0,2268,1500,6000
2023-12-10,Pneumologie,21,3.41,0,13,26,5,4,0,33089,963,3793,0,1622,1300,5000
2023-12-11,Orthopédie,25,3.01,2,10,27,8,0,10,48384,933,3790,0,1579,1500,6000
2023-12-11,Pneumologie,24,3.64,0,11,27,5,4,0,33873,875,3666,212,1724,1300,5000
2023-12-12,Orthopédie,34,2.75,0,14,23,7,0,3,47324,937,3631,0,1790,1500,6000
2023-12-12,Pneumologie,22,3.28,4,10,27,6,4,0,34471,910,3800,0,0,1300,5000
2023-12-13,Orthopédie,31,2.2,9,11,25,7,0,6,44438,933,3789,0,1452,1500,6000
2023-12-13,Pneumologie,18,3.73,1,13,23,7,2,0,35292,951,3785,0,2370,1300,5000
2023-12-14,Orthopédie,25,2.03,23,13,24,8,0,0,48253,962,3871,0,0,1500,6000
2023-12-14,Pneumologie,23,3.47,0,14,24,5,3,0,37388,886,3680,374,1432,1300,5000
2023-12-15,Orthopédie,22,2.23,27,10,27,7,0,4,47060,966,3824,0,0,1500,6000
2023-12-15,Pneumologie,20,3.22,2,14,26,8,3,0,31844,949,3863,0,0,1300,5000
2023-12-16,Orthopédie,33,3.61,0,12,25,4,0,2,46284,861,3466,213,1134,1500,6000
2023-12-16,Pneumologie,18,4.07,5,11,24,3,2,0,37826,933,3780,0,2122,1300,5000
2023-12-17,Orthopédie,31,3.99,0,10,27,5,0,4,45220,911,3462,0,1184,1500,6000
2023-12-17,Pneumologie,14,3.3,23,11,25,6,2,0,36044,943,3785,0,1871,1300,5000
2023-12-18,Orthopédie,25,3.12,0,14,26,4,0,3,47998,920,3693,0,1363,1500,6000
2023-12-18,Pneumologie,19,3.73,0,13,26,7,3,0,34335,917,3687,0,2406,1300,5000
2023-12-19,Orthopédie,29,2.4,10,12,27,6,0,9,47581,952,3720,0,2386,1500,6000
2023-12-19,Pneumologie,14,4.37,13,10,26,6,2,0,31206,957,3765,0,1762,1300,5000
2023-12-20,Orthopédie,29,2.87,0,14,26,3,0,2,42026,926,3808,0,0,1500,6000
2023-12-20,Pneumologie,22,4.88,4,12,23,3,4,0,36638,933,3531,0,2107,1300,5000
2023-12-21,Orthopédie,30,2.89,0,13,25,8,0,10,43597,945,3789,0,2365,1500,6000
2023-12-21,Pneumologie,16,4.21,0,12,26,5,2,0,33527,930,3738,0,1077,1300,5000
2023-12-22,Orthopédie,20,3.27,12,12,27,5,0,9,43476,961,3732,0,1627,1500,6000
2023-12-22,Pneumologie,11,4.76,14,11,26,5,2,0,32426,949,3754,0,1315,1300,5000
2023-12-23,Orthopédie,21,3.64,0,11,24,6,0,8,47623,912,3806,0,0,1500,6000
2023-12-23,Pneumologie,16,3.52,16,10,26,6,3,0,31627,919,3859,0,0,1300,5000
2023-12-24,Orthopédie,24,3.11,5,14,24,8,0,1,46168,948,3851,0,0,1500,6000
2023-12-24,Pneumologie,16,4.54,3,12,25,7,3,0,33146,922,3660,0,2111,1300,5000
2023-12-25,Orthopédie,24,2.16,18,11,24,3,0,6,45923,967,3838,0,0,1500,6000
2023-12-25,Pneumologie,13,4.66,8,12,23,3,2,0,37823,938,3782,0,1194,1300,5000
2023-12-26,Orthopédie,27,3.73,0,14,23,5,0,2,42779,858,3691,494,2361,1500,6000
2023-12-26,Pneumologie,15,3.39,19,11,23,5,2,0,31247,950,3886,0,0,1300,5000
2023-12-27,Orthopédie,28,3.86,0,14,26,5,0,8,42187,853,3579,234,1143,1500,6000
2023-12-27,Pneumologie,9,3.98,29,11,25,8,1,0,38748,973,3925,0,0,1300,5000
2023-12-28,Orthopédie,30,3.54,0,11,24,7,0,7,44075,939,3591,0,2363,1500,6000
2023-12-28,Pneumologie,15,4.63,0,12,23,3,2,0,35584,898,3714,234,1532,1300,5000
2023-12-29,Orthopédie,19,3.6,8,12,25,3,0,3,41139,917,3757,0,2172,1500,6000
2023-12-29,Pneumologie,17,3.79,3,10,23,6,3,0,31150,929,3796,0,2381,1300,5000
2023-12-30,Orthopédie,24,3.24,0,13,23,3,0,3,41230,953,3764,0,2476,1500,6000
2023-12-30,Pneumologie,17,4.59,0,11,23,5,2,0,35982,926,3634,0,1672,1300,5000
2023-12-31,Orthopédie,25,3.15,0,11,26,8,0,2,42619,907,3635,0,1036,1500,6000
2023-12-31,Pneumologie,12,4.72,12,10,23,6,1,0,34136,938,3751,0,1749,1300,5000
2024-01-01,Orthopédie,16,3.9,11,9,26,2,0,0,41821,935,3834,0,0,1500,6000
2024-01-01,Pneumologie,22,4.42,0,13,23,4,4,0,38739,927,3722,0,1301,1300,5000
2024-01-02,Orthopédie,11,3.0,39,13,25,3,0,0,46622,977,3932,0,0,1500,6000
2024-01-02,Pneumologie,22,3.3,4,13,23,4,3,0,34077,902,3799,0,2160,1300,5000
2024-01-03,Orthopédie,11,3.11,38,10,22,4,0,0,43694,963,3876,0,0,1500,6000
2024-01-03,Pneumologie,23,4.22,1,10,24,6,4,0,35335,948,3706,0,2028,1300,5000
2024-01-04,Orthopédie,14,2.88,30,9,25,4,0,1,46653,962,3879,0,0,1500,6000
2024-01-04,Pneumologie,34,4.39,1,9,23,3,6,0,35246,782,3276,375,1915,1300,5000
2024-01-05,Orthopédie,15,3.54,18,11,26,3,0,5,44904,944,3856,0,0,1500,6000
2024-01-05,Pneumologie,20,4.29,0,9,25,7,3,0,38025,875,3711,422,1324,1300,5000
2024-01-06,Orthopédie,16,2.83,30,9,23,7,0,8,42291,946,3842,0,0,1500,6000
2024-01-06,Pneumologie,21,4.68,0,13,26,6,4,0,36722,877,3597,365,2419,1300,5000
2024-01-07,Orthopédie,12,2.8,40,11,23,5,0,3,41142,961,3868,0,0,1500,6000
2024-01-07,Pneumologie,31,3.45,4,9,24,2,4,0,35096,848,3591,369,1364,1300,5000
2024-01-08,Orthopédie,7,2.97,58,9,25,7,0,0,46180,979,3941,0,0,1500,6000
2024-01-08,Pneumologie,25,3.84,3,13,22,5,4,0,31811,924,3524,0,2407,1300,5000
2024-01-09,Orthopédie,17,3.05,24,12,26,4,0,10,45274,934,3782,0,1350,1500,6000
2024-01-09,Pneumologie,32,3.42,1,11,25,2,4,0,38170,941,3741,0,2220,1300,5000
2024-01-10,Orthopédie,13,2.29,47,13,26,6,0,6,44845,967,3865,0,0,1500,6000
2024-01-10,Pneumologie,29,4.22,0,10,24,6,4,0,38401,841,3424,328,2195,1300,5000
2024-01-11,Orthopédie,16,2.15,39,9,24,2,0,4,47492,960,3888,0,0,1500,6000
2024-01-11,Pneumologie,29,4.11,4,13,24,7,4,0,35243,860,3623,431,1460,1300,5000
2024-01-12,Orthopédie,15,2.47,42,9,23,3,0,4,47824,955,3899,0,0,1500,6000
2024-01-12,Pneumologie,25,3.95,1,9,25,2,4,0,38889,897,3556,351,1537,1300,5000
2024-01-13,Orthopédie,5,2.56,61,9,23,6,0,9,43218,991,3973,0,0,1500,6000
2024-01-13,Pneumologie,29,3.43,0,13,25,2,5,0,35276,935,3658,0,2358,1300,5000
2024-01-14,Orthopédie,12,3.84,28,13,24,4,0,1,41512,956,3773,0,1658,1500,6000
2024-01-14,Pneumologie,27,3.32,0,13,25,5,4,0,36653,882,3719,448,1881,1300,5000
2024-01-15,Orthopédie,12,2.53,47,13,26,4,0,7,43959,976,3873,0,0,1500,6000
2024-01-15,Pneumologie,23,4.51,4,11,22,3,4,0,32676,869,3596,333,2006,1300,5000
2024-01-16,Orthopédie,5,3.55,61,10,23,4,0,3,47779,980,3928,0,0,1500,6000
2024-01-16,Pneumologie,28,3.36,3,12,26,3,5,0,32409,889,3780,221,2425,1300,5000
2024-01-17,Orthopédie,12,3.75,29,13,26,4,0,3,48182,973,3839,0,0,1500,6000
2024-01-17,Pneumologie,31,4.78,0,12,23,5,4,0,32139,915,3476,0,2043,1300,5000
2024-01-18,Orthopédie,17,2.71,25,9,23,3,0,0,48237,967,3834,0,0,1500,6000
2024-01-18,Pneumologie,25,4.59,0,12,22,5,4,0,35940,842,3554,310,2231,1300,5000
2024-01-19,Orthopédie,11,2.2,46,10,22,7,0,10,41003,974,3937,0,0,1500,6000
2024-01-19,Pneumologie,21,3.47,0,11,23,2,3,0,34478,955,3771,0,1756,1300,5000
2024-01-20,Orthopédie,14,2.22,46,10,25,2,0,1,43061,972,3887,0,0,1500,6000
2024-01-20,Pneumologie,31,4.01,4,13,24,6,5,0,35453,871,3644,441,1626,1300,5000
2024-01-21,Orthopédie,11,2.58,49,11,22,5,0,0,41046,972,3886,0,0,1500,6000
2024-01-21,Pneumologie,21,4.9,5,10,22,7,3,0,36247,928,3722,0,1297,1300,5000
2024-01-22,Orthopédie,14,3.06,34,13,25,6,0,1,46002,977,3893,0,0,1500,6000
2024-01-22,Pneumologie,30,4.21,0,9,25,6,4,0,37308,915,3722,0,1489,1300,5000
2024-01-23,Orthopédie,16,3.87,10,10,24,5,0,6,45190,921,3694,0,1156,1500,6000
2024-01-23,Pneumologie,21,3.88,1,9,23,6,3,0,38682,905,3650,0,1693,1300,5000
2024-01-24,Orthopédie,18,3.85,8,11,24,7,0,5,46850,897,3667,464,2432,1500,6000
2024-01-24,Pneumologie,30,3.74,0,13,22,3,5,0,38144,837,3514,489,1057,1300,5000
2024-01-25,Orthopédie,18,2.72,27,9,22,7,0,1,46860,973,3798,0,1356,1500,6000
2024-01-25,Pneumologie,25,3.91,0,9,26,7,3,0,34298,949,3685,0,1718,1300,5000
2024-01-26,Orthopédie,8,2.19,62,10,23,5,0,8,47540,988,3929,0,0,1500,6000
2024-01-26,Pneumologie,33,4.6,0,13,25,3,4,0,36951,888,3556,490,1185,1300,5000
2024-01-27,Orthopédie,8,2.78,53,11,22,4,0,5,47916,982,3897,0,0,1500,6000
2024-01-27,Pneumologie,24,3.95,0,13,25,7,3,0,38528,884,3598,339,2173,1300,5000
2024-01-28,Orthopédie,8,2.85,52,10,22,3,0,4,44147,966,3937,0,0,1500,6000
2024-01-28,Pneumologie,22,3.98,0,12,22,2,3,0,33979,923,3609,0,1254,1300,5000
2024-01-29,Orthopédie,13,2.75,39,10,23,2,0,5,45801,947,3877,0,0,1500,6000
2024-01-29,Pneumologie,28,4.55,3,11,25,7,4,0,33102,918,3449,0,1218,1300,5000
2024-01-30,Orthopédie,7,2.41,60,10,25,3,0,3,44134,982,3929,0,0,1500,6000
2024-01-30,Pneumologie,24,4.2,2,10,22,5,4,0,33792,924,3536,0,1282,1300,5000
2024-01-31,Orthopédie,14,3.72,21,11,24,6,0,11,44823,928,3784,0,1258,1500,6000
2024-01-31,Pneumologie,31,3.02,0,9,25,2,4,0,36440,905,3567,0,1827,1300,5000
2024-02-01,Orthopédie,16,3.42,23,12,25,7,0,5,46097,954,3869,0,0,1500,6000
2024-02-01,Pneumologie,26,4.61,3,9,23,5,4,0,33479,851,3443,231,1017,1300,5000
2024-02-02,Orthopédie,15,3.27,30,8,22,9,0,8,44355,974,3774,0,2075,1500,6000
2024-02-02,Pneumologie,29,3.08,3,12,24,6,5,0,32570,934,3718,0,1722,1300,5000
2024-02-03,Orthopédie,13,2.24,44,9,22,9,0,11,42489,963,3907,0,0,1500,6000
2024-02-03,Pneumologie,30,3.89,0,10,23,9,5,0,38159,938,3592,0,1429,1300,5000
2024-02-04,Orthopédie,16,3.29,18,9,25,9,0,10,45897,922,3745,0,1642,1500,6000
2024-02-04,Pneumologie,27,4.17,3,10,21,5,4,0,36572,918,3454,0,2109,1300,5000
2024-02-05,Orthopédie,11,3.94,29,10,23,5,0,8,41373,961,3879,0,0,1500,6000
2024-02-05,Pneumologie,24,3.15,0,9,23,9,4,0,35361,904,3743,0,2221,1300,5000
2024-02-06,Orthopédie,13,3.62,32,9,24,6,0,5,41481,970,3871,0,0,1500,6000
2024-02-06,Pneumologie,25,3.73,2,11,23,5,4,0,32182,863,3546,345,2446,1300,5000
2024-02-07,Orthopédie,11,3.66,32,11,21,6,0,6,44029,953,3823,0,0,1500,6000
2024-02-07,Pneumologie,24,3.79,3,10,25,5,4,0,36718,950,3772,0,1492,1300,5000
2024-02-08,Orthopédie,15,3.6,24,9,24,6,0,10,43907,930,3843,0,0,1500,6000
2024-02-08,Pneumologie,22,3.97,0,12,21,7,3,0,35826,957,3663,0,1232,1300,5000
2024-02-09,Orthopédie,14,3.01,30,11,23,4,0,4,42704,969,3857,0,0,1500,6000
2024-02-09,Pneumologie,25,4.57,0,12,23,4,4,0,34701,895,3607,397,1677,1300,5000
2024-02-10,Orthopédie,14,3.65,25,9,21,6,0,3,45072,955,3751,0,1193,1500,6000
2024-02-10,Pneumologie,27,4.82,3,9,25,4,4,0,32428,823,3718,297,1990,1300,5000
2024-02-11,Orthopédie,14,3.36,28,9,24,8,0,7,42467,949,3877,0,0,1500,6000
2024-02-11,Pneumologie,24,4.73,4,10,25,6,4,0,38479,871,3549,370,2254,1300,5000
2024-02-12,Orthopédie,16,3.23,19,8,22,9,0,10,47074,930,3803,0,0,1500,6000
2024-02-12,Pneumologie,24,4.07,4,8,22,7,4,0,34897,912,3516,0,2140,1300,5000
2024-02-13,Orthopédie,8,2.82,48,9,22,7,0,8,47229,985,3910,0,0,1500,6000
2024-02-13,Pneumologie,19,3.07,13,12,21,9,3,0,33419,954,3818,0,0,1300,5000
2024-02-14,Orthopédie,15,3.63,19,12,23,4,0,2,47929,964,3890,0,0,1500,6000
2024-02-14,Pneumologie,21,3.48,2,11,22,9,3,0,31314,901,3642,0,2076,1300,5000
2024-02-15,Orthopédie,11,3.99,30,9,25,4,0,5,46268,976,3853,0,0,1500,6000
2024-02-15,Pneumologie,19,4.95,5,8,24,8,2,0,31508,948,3676,0,1124,1300,5000
2024-02-16,Orthopédie,16,3.57,22,9,22,4,0,9,41606,917,3813,0,0,1500,6000
2024-02-16,Pneumologie,25,3.41,0,12,21,6,4,0,33022,888,3692,333,1157,1300,5000
2024-02-17,Orthopédie,14,3.54,28,10,25,5,0,5,46998,974,3786,0,1338,1500,6000
2024-02-17,Pneumologie,17,4.4,0,10,24,6,3,0,36609,912,3763,0,1226,1300,5000
2024-02-18,Orthopédie,18,3.67,4,10,21,5,0,5,46516,933,3679,0,1956,1500,6000
2024-02-18,Pneumologie,15,3.31,17,9,25,7,2,0,36876,974,3826,0,0,1300,5000
2024-02-19,Orthopédie,13,3.28,37,10,24,9,0,10,42201,958,3896,0,0,1500,6000
2024-02-19,Pneumologie,25,3.26,0,10,21,9,3,0,33803,949,3625,0,1585,1300,5000
2024-02-20,Orthopédie,17,2.35,34,10,25,8,0,4,48929,968,3834,0,0,1500,6000
2024-02-20,Pneumologie,27,3.64,0,9,23,6,5,0,35984,876,3697,219,1269,1300,5000
2024-02-21,Orthopédie,12,2.58,41,8,25,6,0,5,42945,958,3918,0,0,1500,6000
2024-02-21,Pneumologie,20,4.97,0,8,23,5,3,0,35432,941,3605,0,2436,1300,5000
2024-02-22,Orthopédie,21,2.9,12,10,25,6,0,3,46310,918,3844,0,0,1500,6000
2024-02-22,Pneumologie,20,4.65,0,10,22,8,3,0,37415,930,3633,0,2424,1300,5000
2024-02-23,Orthopédie,21,3.1,13,10,23,8,0,4,42775,943,3784,0,2412,1500,6000
2024-02-23,Pneumologie,13,4.67,13,11,25,6,2,0,34482,920,3828,0,0,1300,5000
2024-02-24,Orthopédie,17,3.87,6,8,21,6,0,4,45338,915,3785,0,1231,1500,6000
2024-02-24,Pneumologie,14,4.57,3,9,22,9,2,0,32171,909,3683,0,2013,1300,5000
2024-02-25,Orthopédie,13,3.92,22,10,21,4,0,11,48130,937,3862,0,0,1500,6000
2024-02-25,Pneumologie,12,4.04,21,8,21,5,2,0,34213,957,3902,0,0,1300,5000
2024-02-26,Orthopédie,21,2.59,22,8,25,8,0,9,44739,973,3834,0,0,1500,6000
2024-02-26,Pneumologie,21,3.76,3,9,22,8,3,0,36330,950,3807,0,0,1300,5000
2024-02-27,Orthopédie,14,3.81,26,10,25,4,0,7,48977,972,3868,0,0,1500,6000
2024-02-27,Pneumologie,18,4.91,1,10,25,6,3,0,37321,935,3739,0,2485,1300,5000
2024-02-28,Orthopédie,18,2.99,18,11,21,9,0,4,48182,927,3861,0,0,1500,6000
2024-02-28,Pneumologie,16,3.6,11,9,21,7,2,0,31766,918,3838,0,0,1300,5000
2024-02-29,Orthopédie,13,2.12,48,12,23,8,0,14,41359,969,3936,0,0,1500,6000
2024-02-29,Pneumologie,18,3.71,7,9,22,6,2,0,38984,954,3834,0,0,1300,5000
2024-03-01,Orthopédie,13,2.63,37,10,22,11,0,14,48818,965,3908,0,0,1500,6000
2024-03-01,Pneumologie,17,4.45,0,8,21,8,2,0,35885,909,3807,0,0,1300,5000
2024-03-02,Orthopédie,17,3.49,17,10,21,11,0,5,43172,962,3761,0,1927,1500,6000
2024-03-02,Pneumologie,17,4.18,0,10,23,7,2,0,31435,932,3815,0,0,1300,5000
2024-03-03,Orthopédie,16,2.3,37,8,22,10,0,10,48991,971,3896,0,0,1500,6000
2024-03-03,Pneumologie,17,3.49,9,8,25,7,3,0,35211,963,3840,0,0,1300,5000
2024-03-04,Orthopédie,15,2.67,38,11,23,10,0,9,45807,951,3915,0,0,1500,6000
2024-03-04,Pneumologie,23,4.42,0,8,22,10,4,0,34911,853,3519,270,1746,1300,5000
2024-03-05,Orthopédie,16,2.58,34,11,23,9,0,6,44360,953,3901,0,0,1500,6000
2024-03-05,Pneumologie,16,4.1,7,10,22,11,2,0,36959,937,3828,0,0,1300,5000
2024-03-06,Orthopédie,14,3.67,24,11,21,12,0,4,46416,958,3878,0,0,1500,6000
2024-03-06,Pneumologie,18,4.66,0,8,22,7,3,0,31037,910,3769,0,1841,1300,5000
2024-03-07,Orthopédie,13,3.58,25,10,21,11,0,11,47010,961,3905,0,0,1500,6000
2024-03-07,Pneumologie,19,3.26,11,8,21,12,3,0,31805,920,3805,0,0,1300,5000
2024-03-08,Orthopédie,23,2.62,9,8,22,12,0,6,45760,926,3704,0,1341,1500,6000
2024-03-08,Pneumologie,20,3.06,7,10,21,9,3,0,32771,960,3797,0,1057,1300,5000
2024-03-09,Orthopédie,15,3.43,22,12,24,11,0,10,42683,968,3803,0,0,1500,6000
2024-03-09,Pneumologie,19,3.04,10,8,24,12,3,0,38000,915,3848,0,0,1300,5000
2024-03-10,Orthopédie,15,3.87,18,11,22,8,0,13,43246,945,3790,0,2323,1500,6000
2024-03-10,Pneumologie,21,4.6,3,9,24,10,3,0,32708,899,3610,319,1334,1300,5000
2024-03-11,Orthopédie,15,2.71,37,10,23,11,0,7,44405,973,3834,0,0,1500,6000
2024-03-11,Pneumologie,26,3.58,1,8,25,9,4,0,36164,888,3764,459,1093,1300,5000
2024-03-12,Orthopédie,19,2.49,30,9,25,7,0,11,47880,940,3894,0,0,1500,6000
2024-03-12,Pneumologie,23,3.64,0,11,24,12,4,0,38997,902,3679,0,1559,1300,5000
2024-03-13,Orthopédie,18,2.12,38,10,24,10,0,11,46146,972,3881,0,0,1500,6000
2024-03-13,Pneumologie,13,3.43,23,11,22,7,2,0,33415,955,3897,0,0,1300,5000
2024-03-14,Orthopédie,20,3.63,4,10,25,12,0,16,45654,907,3839,0,0,1500,6000
2024-03-14,Pneumologie,25,4.12,0,9,21,9,4,0,35234,847,3615,376,2218,1300,5000
2024-03-15,Orthopédie,16,3.55,22,8,25,7,0,6,43478,971,3762,0,1413,1500,6000
2024-03-15,Pneumologie,20,4.69,0,12,24,9,3,0,32196,919,3682,0,2176,1300,5000
2024-03-16,Orthopédie,14,3.51,22,10,23,11,0,7,46561,938,3763,0,1268,1500,6000
2024-03-16,Pneumologie,17,4.21,3,8,21,12,2,0,35821,940,3825,0,0,1300,5000
2024-03-17,Orthopédie,12,2.29,52,9,24,8,0,7,43304,963,3937,0,0,1500,6000
2024-03-17,Pneumologie,21,3.2,0,12,23,7,3,0,38225,937,3789,0,1103,1300,5000
2024-03-18,Orthopédie,20,3.22,14,12,21,10,0,13,41647,954,3790,0,2005,1500,6000
2024-03-18,Pneumologie,22,4.31,2,8,22,11,4,0,33568,915,3541,0,1444,1300,5000
2024-03-19,Orthopédie,15,2.46,34,10,21,9,0,7,43883,980,3818,0,0,1500,6000
2024-03-19,Pneumologie,20,3.8,2,11,25,7,3,0,34357,962,3822,0,0,1300,5000
2024-03-20,Orthopédie,14,3.79,18,12,23,11,0,15,47634,935,3878,0,0,1500,6000
2024-03-20,Pneumologie,23,3.73,0,11,24,9,4,0,32249,926,3763,0,2316,1300,5000
2024-03-21,Orthopédie,14,2.64,43,8,25,9,0,8,42700,950,3896,0,0,1500,6000
2024-03-21,Pneumologie,23,4.3,0,11,21,11,4,0,33814,907,3510,0,1091,1300,5000
2024-03-22,Orthopédie,19,3.41,11,10,22,10,0,16,42596,926,3736,0,2281,1500,6000
2024-03-22,Pneumologie,22,3.01,8,9,24,9,4,0,32895,965,3689,0,1366,1300,5000
2024-03-23,Orthopédie,17,2.05,40,8,25,7,0,16,47629,976,3836,0,0,1500,6000
2024-03-23,Pneumologie,26,3.09,0,8,25,10,5,0,35312,911,3806,0,0,1300,5000
2024-03-24,Orthopédie,21,3.49,0,9,24,11,0,10,43914,944,3781,0,2015,1500,6000
2024-03-24,Pneumologie,18,4.85,0,9,25,12,3,0,38586,897,3825,396,0,1300,5000
2024-03-25,Orthopédie,16,3.82,15,10,24,7,0,10,48616,957,3763,0,2107,1500,6000
2024-03-25,Pneumologie,21,4.96,0,9,21,8,3,0,33011,904,3775,0,1796,1300,5000
2024-03-26,Orthopédie,16,2.62,30,11,24,8,0,11,43019,967,3829,0,0,1500,6000
2024-03-26,Pneumologie,29,4.74,3,11,23,9,4,0,31769,867,3407,350,1411,1300,5000
2024-03-27,Orthopédie,15,3.12,32,10,24,10,0,10,47666,937,3864,0,0,1500,6000
2024-03-27,Pneumologie,18,3.06,13,10,25,11,3,0,36358,945,3856,0,0,1300,5000
2024-03-28,Orthopédie,17,3.57,16,10,23,12,0,12,46426,938,3748,0,1235,1500,6000
2024-03-28,Pneumologie,28,4.32,0,12,25,8,4,0,37731,838,3649,380,2447,1300,5000
2024-03-29,Orthopédie,25,2.31,13,12,22,9,0,13,48085,915,3747,0,1572,1500,6000
